gene	Chromosome	Start	End	Strand	ecto	endo	meso	set
Xlr4b	X	73214333	73222453	+	-2.7164989	2.928454	-0.74847084	DifEn
Xlr4c	X	73233688	73243130	-	-3.716499	1.3434912	-4.163508	DifEn
Atp2b3	X	73503086	73571005	+	-7.327934	-4.610705	-8.7078285	DifEn
Abcd1	X	73716597	73738534	+	2.3920255	4.4510713	1.3480562	DifEn
Gdi1	X	74304998	74311862	+	6.0379333	6.6371036	5.654084	DifEn
Gm5640	X	74639119	74645635	-	-7.327934	-1.3780442	-8.7078285	DifEn
Gm5936	X	74837196	74843355	+	-7.327934	-1.3780442	-8.7078285	DifEn
4930468A15Rik	X	76582610	76602924	-	-7.327934	-4.610705	-8.7078285	DifEn
Gm16462	X	79266559	79295281	-	-2.0466473	1.3619876	-3.6978447	DifEn
Gm8787	X	79330513	79358068	-	-7.327934	1.4809949	-7.5558257	DifEn
AL844174.1	X	79401625	79434418	-	-5.1759305	1.3200322	-2.2159755	DifEn
Gm7173	X	79482568	79517285	-	0.023741834	4.203076	0.46098265	DifEn
Mageb16	X	79623231	79671435	-	-4.854002	1.149516	-5.748471	DifEn
Tsga8	X	83486678	83487924	-	-7.327934	1.8875458	-7.5558257	DifEn
5430427O19Rik	X	85870354	85891499	+	-6.1759305	1.3057717	-8.7078285	DifEn
Gm44	X	90892142	90893134	+	-7.327934	-1.9784368	-8.7078285	DifEn
1700084M14Rik	X	91575210	91575911	-	-7.327934	-4.610705	-8.7078285	DifEn
Pgr15l	X	97072596	97082104	+	-7.327934	-3.3476706	-8.7078285	DifEn
Eda	X	99975606	100400762	+	-0.7665395	4.399963	2.0422268	DifEn
Dgat2l6	X	100524838	100546144	+	-7.327934	0.5909288	-8.7078285	DifEn
P2ry4	X	100590154	100594869	-	-7.327934	-4.932633	-8.7078285	DifEn
Ogt	X	101640060	101684351	+	7.716707	8.759246	7.8793564	DifEn
Zdhhc15	X	104536969	104671064	-	5.034741	6.182248	4.662889	DifEn
Fgf16	X	105764279	105774939	+	-7.327934	1.0446467	-7.5558257	DifEn
Klhl4	X	114474333	114560829	+	-2.0060055	2.623873	-1.4683628	DifEn
4932411N23Rik	X	126812462	126834004	-	-7.327934	-4.610705	-8.7078285	DifEn
Nxf7	X	135579555	135598777	-	-0.9471118	4.237292	0.75023603	DifEn
Kir3dl2	X	136448107	136544056	-	-7.327934	-2.2887769	-8.7078285	DifEn
Nrk	X	138914430	139010532	+	1.9035543	5.8593435	2.4070704	DifEn
4933428M09Rik	X	139179228	139181009	+	-7.327934	-0.80335015	-8.7078285	DifEn
Rnf128	X	139563316	139673145	+	2.9814167	5.384214	2.9519691	DifEn
Cldn2	X	139800828	139811386	+	-7.327934	4.5365	0.116599694	DifEn
E230019M04Rik	X	140062879	140106797	+	-2.6523685	2.3434913	-4.5558257	DifEn
Tsc22d3	X	140539528	140600659	-	5.523425	6.928745	6.475186	DifEn
A730046J19Rik	X	144153695	144166274	+	-3.4754908	2.3341534	-1.4060785	DifEn
Amot	X	145446425	145505181	-	4.450691	8.768511	7.153339	DifEn
Iqsec2	X	152144268	152225236	+	-2.1759305	1.8388563	-0.8976142	DifEn
Magea3	X	154948463	154949569	-	-7.327934	-3.3476706	-8.7078285	DifEn
Sat1	X	155213132	155216449	-	4.371446	6.8561873	4.6370835	DifEn
S100g	X	162961992	162964599	-	-7.327934	1.2621238	-1.98597	DifEn
Tmem27	X	164088830	164118860	+	-7.327934	-0.8451703	-8.7078285	DifEn
Asb11	X	164436994	164459170	+	-7.327934	1.4072169	-8.555826	DifEn
Tmsb4x	X	167207093	167209315	-	6.08293	7.2322736	6.567043	DifEn
Gm15239	X	167361455	167364421	+	-7.327934	-3.610705	-8.7078285	DifEn
